"year","Measures","Contra.Costa.County..California","Marin.County..California","San.Mateo.County..California","Ventura.County..California","Santa.Clara.County..California","Douglas.County..Colorado","District.of.Columbia","DuPage.County..Illinois","Lake.County..Illinois","Hamilton.County..Indiana","Johnson.County..Kansas","Oakland.County..Michigan","Dakota.County..Minnesota","Washington.County..Minnesota","Bergen.County..New.Jersey","Middlesex.County..New.Jersey","Monmouth.County..New.Jersey","Morris.County..New.Jersey","Somerset.County..New.Jersey","Nassau.County..New.York","Rockland.County..New.York","Suffolk.County..New.York","Westchester.County..New.York","Bucks.County..Pennsylvania","Chester.County..Pennsylvania","Montgomery.County..Pennsylvania","Collin.County..Texas","Fort.Bend.County..Texas","Arlington.County..Virginia","Fairfax.County..Virginia","Loudoun.County..Virginia","Prince.William.County..Virginia","Waukesha.County..Wisconsin","Anne.Arundel.County..Maryland","Baltimore.County..Maryland","Frederick.County..Maryland","Howard.County..Maryland","Montgomery.County..Maryland","Prince.George.s.County..Maryland"
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...With.a.mortgage...75.000.or.more..",140072,36150,87860,95667,205262,55296,59633,126701,97805,45069,81333,161668,60499,37805,114230,95141,94120,78941,51769,185322,37596,207058,112979,86969,76863,115263,112794,72836,28907,184068,60048,63131,58887,82961,94792,36853,50923,149986,108799
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...With.a.mortgage...75.000.or.more..Less.than.20.percent.",41669,11035,26504,29622,62325,25376,29056,52617,38026,27805,47836,83820,29926,18404,36191,33185,30835,27053,17948,55100,12271,57899,41522,35673,33976,54778,59184,40837,13319,85240,19950,24685,28646,37376,47494,15582,22979,66470,38803
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...With.a.mortgage...75.000.or.more..20.to.29.percent.",45066,11379,26790,31512,65798,20394,19163,47804,36427,13419,26775,53820,23687,14144,36650,35059,34266,28244,19106,59175,12446,72241,34285,32996,28010,40980,41212,23719,10147,59457,22937,22950,22147,29683,32260,13817,17346,48493,38586
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...With.a.mortgage...75.000.or.more..30.percent.or.more.",53337,13736,34566,34533,77139,9526,11414,26280,23352,3845,6722,24028,6886,5257,41389,26897,29019,23644,14715,71047,12879,76918,37172,18300,14877,19505,12398,8280,5441,39371,17161,15496,8094,15902,15038,7454,10598,35023,31410
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...With.a.mortgage..Zero.or.negative.income.",892,338,465,359,1010,137,360,860,403,326,320,888,233,135,381,283,452,255,95,583,50,957,293,293,215,403,702,450,49,739,269,145,149,273,482,144,87,427,635
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged..",54819,16768,38884,37405,84877,9545,25029,63414,41843,12651,33231,90167,23562,14651,71933,53179,48068,36186,22965,122883,19899,116508,68449,51831,34766,63931,37166,31211,8366,45695,6965,10988,31511,31458,59352,12995,13928,49256,28633
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged..Less.than..20.000..",7705,1436,4235,5700,8862,656,3288,6706,4658,1281,3587,13922,2717,1623,8240,6429,5411,3030,2208,12120,2175,12844,6927,6495,4260,7914,3427,3841,744,3196,431,918,3256,3756,9097,1748,859,3841,2947
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged..Less.than..20.000..Less.than.20.percent.",964,168,480,1148,1457,78,352,275,383,72,261,831,256,140,209,64,178,103,19,311,38,276,528,228,164,454,270,490,37,260,21,98,154,115,926,148,54,133,72
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged..Less.than..20.000..20.to.29.percent.",1343,166,800,896,1767,112,679,561,523,389,615,1897,430,332,184,190,227,101,85,507,68,595,211,612,337,788,493,543,50,368,24,144,305,650,1659,232,156,242,246
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged..Less.than..20.000..30.percent.or.more.",5398,1102,2955,3656,5638,466,2257,5870,3752,820,2711,11194,2031,1151,7847,6175,5006,2826,2104,11302,2069,11973,6188,5655,3759,6672,2664,2808,657,2568,386,676,2797,2991,6512,1368,649,3466,2629
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...20.000.to..34.999..",8483,2040,5610,6380,11899,1016,3314,8907,5695,1749,4832,16715,3495,2010,10341,8124,7324,4032,2974,15967,2380,16174,8314,8504,5069,10059,4505,4207,587,3485,537,1207,4785,5038,10119,2235,1282,4923,3844
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...20.000.to..34.999..Less.than.20.percent.",4281,626,2947,3446,6203,419,1579,1538,1191,847,1756,5638,1465,959,577,513,610,349,103,1320,190,1062,1037,1500,1059,2203,1369,1541,105,918,136,470,1057,1811,4672,1062,236,1005,803
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...20.000.to..34.999..20.to.29.percent.",1855,420,1317,1622,2638,435,900,3341,1533,674,2214,6291,1174,698,1008,1430,1465,506,472,1882,415,2476,963,3205,1909,3776,1539,1213,161,1058,121,457,2168,1790,3206,789,359,1472,1580
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...20.000.to..34.999..30.percent.or.more.",2347,994,1346,1312,3058,162,835,4028,2971,228,862,4786,856,353,8756,6181,5249,3177,2399,12765,1775,12636,6314,3799,2101,4080,1597,1453,321,1509,280,280,1560,1437,2241,384,687,2446,1461
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...35.000.to..49.999..",7502,1988,4852,5489,9751,881,3006,7970,5628,1373,4522,13549,3941,2095,7690,6716,5516,4368,2455,14097,2144,13702,7635,7332,4351,8867,3807,3258,851,4233,881,1198,4990,3935,8474,1567,1388,5029,3791
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...35.000.to..49.999..Less.than.20.percent.",5584,1280,3865,4250,7414,723,2268,3959,2543,1153,3646,9286,3313,1848,1099,1379,1223,622,377,1896,406,2893,1821,3774,2430,4854,2352,2253,419,2471,475,846,3545,2719,6812,1319,805,2539,2487
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...35.000.to..49.999..20.to.29.percent.",1394,384,658,984,1503,86,499,3187,2221,139,726,3452,584,228,2955,3585,2391,2005,1058,3763,691,4777,1770,2897,1419,2808,1050,888,322,1377,324,282,1205,942,1418,185,431,1868,1093
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...35.000.to..49.999..30.percent.or.more.",524,324,329,255,834,72,239,824,864,81,150,811,44,19,3636,1752,1902,1741,1020,8438,1047,6032,4044,661,502,1205,405,117,110,385,82,70,240,274,244,63,152,622,211
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...50.000.to..74.999..",9883,2888,6946,6210,13738,1760,3678,11007,7007,2501,5712,15340,4457,3037,11613,9603,7700,5859,3391,19203,3369,20693,10135,9665,5662,10614,5904,4895,1410,7592,1022,1928,5972,5491,11288,2444,2349,8117,5635
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...50.000.to..74.999..Less.than.20.percent.",8574,2387,6179,5760,11995,1677,3195,8981,5058,2452,5409,13865,4340,2951,4508,6047,4208,2648,1617,6718,1301,8859,4097,8196,4495,8948,4911,4146,1189,6538,765,1853,5482,5165,10462,2338,2096,6434,5055
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...50.000.to..74.999..20.to.29.percent.",1160,326,559,393,1499,77,349,1719,1440,49,213,1250,112,69,5104,3154,2754,2385,1333,8162,1603,8705,3319,1230,941,1419,767,649,178,835,179,75,375,301,724,106,236,1447,469
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...50.000.to..74.999..30.percent.or.more.",149,175,208,57,244,6,134,307,509,0,90,225,5,17,2001,402,738,826,441,4323,465,3129,2719,239,226,247,226,100,43,219,78,0,115,25,102,0,17,236,111
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...75.000.or.more..",20816,8169,16914,13118,39814,5142,11427,28377,18594,5684,14347,29778,8784,5795,33511,21713,21683,18618,11837,60683,9648,51851,35056,19521,15268,26029,19225,14528,4744,26964,4050,5652,12312,13063,19935,4890,7986,27034,11996
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...75.000.or.more..Less.than.20.percent.",20481,7906,16617,12833,38920,5125,11021,27831,17318,5646,14279,29177,8780,5778,30292,20911,19949,17330,10938,52546,8566,46896,29630,19242,14957,25469,18856,14243,4688,26581,3941,5592,12187,12965,19784,4865,7933,26348,11931
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...75.000.or.more..20.to.29.percent.",323,190,261,239,769,17,341,448,891,0,62,487,2,17,2823,776,1485,1095,788,6643,991,4552,4435,250,261,451,315,248,44,360,68,60,104,98,128,25,53,576,64
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged...75.000.or.more..30.percent.or.more.",12,73,36,46,125,0,65,98,385,38,6,114,2,0,396,26,249,193,111,1494,91,403,991,29,50,109,54,37,12,23,41,0,21,0,23,0,0,110,1
"2011","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income...Not.mortgaged..Zero.or.negative.income.",430,247,327,508,813,90,316,447,261,63,231,863,168,91,538,594,434,279,100,813,183,1244,382,314,156,448,298,482,30,225,44,85,196,175,439,111,64,312,420
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..Total.",249560,64588,153656,173802,351460,82767,110853,251585,184999,80584,152467,349839,117762,72218,221504,186569,176642,136374,90457,360215,68924,397764,214097,179829,140502,225549,196686,146143,42696,270928,81476,94406,117369,147829,209260,64670,77803,243751,191829
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage.",194107,47249,114145,136225,264889,72390,86252,187113,142467,67061,118090,256785,93486,57090,150011,132242,127659,99304,66934,239235,48875,280903,145762,127012,105228,161740,156643,112732,34229,223488,73530,82922,85531,116268,149821,51574,63528,192382,163060
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage..Less.than..20.000.",6402,1562,2987,4361,6660,1561,3863,5090,4623,1694,3087,11348,2278,1411,4377,3421,3623,2086,1600,5714,1206,7034,3341,3209,2538,3952,3844,3872,601,3982,828,1651,2239,3416,5321,1156,768,4541,4827
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage..Less.than..20.000..Less.than.20.percent",0,0,3,0,0,0,9,0,17,0,0,41,0,0,0,0,0,0,0,0,0,0,17,0,0,12,0,0,0,0,0,0,0,8,35,0,0,0,0
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage..Less.than..20.000..20.to.29.percent",68,17,0,86,0,30,60,0,12,0,14,85,0,3,0,0,11,0,0,15,0,0,14,15,11,0,0,0,9,0,10,0,7,24,46,0,0,0,29
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage..Less.than..20.000..30.percent.or.more",6334,1545,2984,4275,6660,1531,3794,5090,4594,1694,3073,11222,2278,1408,4377,3421,3612,2086,1600,5699,1206,7034,3310,3194,2527,3940,3844,3872,592,3982,818,1651,2232,3384,5240,1156,768,4541,4798
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage...20.000.to..34.999.",9126,2158,4740,7376,9688,2292,4138,10915,7941,3218,5299,18573,4860,2801,6121,6130,5717,3815,2379,8768,1940,13237,5508,5769,4747,7719,6794,6987,682,6080,1235,3164,4017,4634,9025,2279,2001,7048,8066
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage...20.000.to..34.999..Less.than.20.percent",212,31,61,152,95,36,57,174,53,168,157,343,54,50,50,9,42,47,0,24,23,42,148,99,67,77,37,46,0,71,0,17,14,60,163,100,30,27,82
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage...20.000.to..34.999..20.to.29.percent",304,33,186,265,401,81,150,307,323,212,360,1099,301,187,27,142,82,51,26,180,56,266,281,166,202,401,338,358,0,217,9,64,223,265,391,115,176,201,112
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage...20.000.to..34.999..30.percent.or.more",8610,2094,4493,6959,9192,2175,3931,10434,7565,2838,4782,17131,4505,2564,6044,5979,5593,3717,2353,8564,1861,12929,5079,5504,4478,7241,6419,6583,682,5792,1226,3083,3780,4309,8471,2064,1795,6820,7872
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage...35.000.to..49.999.",12608,2528,5483,9326,13597,4101,6050,14265,11321,5746,8353,24770,8147,4604,7439,7619,7376,4434,3446,11902,2477,16893,6968,9318,6677,10689,10310,8826,974,9163,2677,4487,6115,6989,12628,3310,2385,9914,12504
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage...35.000.to..49.999..Less.than.20.percent",416,36,103,218,444,75,243,308,321,357,342,1571,423,166,152,66,162,84,0,355,52,118,450,277,218,236,351,186,17,162,125,102,286,271,682,168,88,220,178
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage...35.000.to..49.999..20.to.29.percent",777,136,378,766,882,336,762,1436,860,1590,1735,5668,1356,817,355,474,442,205,210,349,189,797,559,1137,756,1425,1111,1171,40,1102,252,310,1026,891,1993,497,371,859,776
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage...35.000.to..49.999..30.percent.or.more",11415,2356,5002,8342,12271,3690,5045,12521,10140,3799,6276,17531,6368,3621,6932,7079,6772,4145,3236,11198,2236,15978,5959,7904,5703,9028,8848,7469,917,7899,2300,4075,4803,5827,9953,2645,1926,8835,11550
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage...50.000.to..74.999.",27864,4530,12760,19496,28764,9286,11360,30534,22367,10480,20154,43886,17734,10066,17829,19282,15967,10496,7983,27283,5369,38032,17252,21438,14022,24311,21836,17921,3164,21669,6567,10601,14372,17358,27552,7745,6057,21820,28732
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage...50.000.to..74.999..Less.than.20.percent",2054,221,664,1338,1887,500,1274,2228,1292,2092,2947,7297,2115,1120,627,980,602,441,383,1419,187,1049,1870,1561,1143,2253,1519,1569,149,1556,226,630,1585,1444,3639,1007,379,1029,1338
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage...50.000.to..74.999..20.to.29.percent",4658,514,1516,3540,3761,2459,3098,7783,6129,4787,8971,17091,7158,3859,1829,3174,2652,1461,1134,1859,686,4213,2289,6169,3690,6956,7981,6502,704,4686,1272,2515,5079,4193,9169,2217,1309,4559,6295
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage...50.000.to..74.999..30.percent.or.more",21152,3795,10580,14618,23116,6327,6988,20523,14946,3601,8236,19498,8461,5087,15373,15128,12713,8594,6466,24005,4496,32770,13093,13708,9189,15102,12336,9850,2311,15427,5069,7456,7708,11721,14744,4521,4369,16232,21099
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage...75.000.or.more.",137338,36144,87756,95288,205126,54982,60428,125575,95817,45637,80815,157287,60225,38089,113777,95488,94504,78268,51398,184956,37830,204715,112296,86994,76897,114664,112841,74666,28709,181990,62049,62846,58630,83496,94860,36956,52229,148610,108301
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage...75.000.or.more..Less.than.20.percent",43215,11392,27495,31572,65148,26905,30325,52272,39332,29061,48738,86537,31191,19587,35982,33779,31353,27232,18402,55233,12306,58468,40895,36428,35273,54782,61339,42260,13696,87361,21769,26507,29789,38962,48053,15956,23675,67253,39759
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage...75.000.or.more..20.to.29.percent",46133,11498,27227,31374,67318,19184,19241,48405,34816,12869,25759,49950,22788,13747,37091,35304,34410,28206,18586,59912,12512,72505,33993,33243,27371,40962,40315,24237,9558,58397,24001,23161,21429,29758,32180,13859,18055,48670,38264
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage...75.000.or.more..30.percent.or.more",47990,13254,33034,32342,72660,8893,10862,24898,21669,3707,6318,20800,6246,4755,40704,26405,28741,22830,14410,69811,13012,73742,37408,17323,14253,18920,11187,8169,5455,36232,16279,13178,7412,14776,14627,7141,10499,32687,30278
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..With.a.mortgage..Zero.or.negative.income",769,327,419,378,1054,168,413,734,398,286,382,921,242,119,468,302,472,205,128,612,53,992,397,284,347,405,1018,460,99,604,174,173,158,375,435,128,88,449,630
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..Not.mortgaged.",55453,17339,39511,37577,86571,10377,24601,64472,42532,13523,34377,93054,24276,15128,71493,54327,48983,37070,23523,120980,20049,116861,68335,52817,35274,63809,40043,33411,8467,47440,7946,11484,31838,31561,59439,13096,14275,51369,28769
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..Not.mortgaged..Less.than..20.000.",7702,1466,4228,5403,9116,881,3184,6825,4573,1282,3691,13920,2863,1813,7780,6208,5276,3059,2220,11441,2127,12174,6825,6328,4074,7789,3588,3790,635,3258,399,957,3351,3572,8725,1723,976,4051,2900
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..Not.mortgaged..Less.than..20.000..Less.than.20.percent",1043,170,488,902,1490,105,338,215,341,121,288,849,291,155,164,90,127,120,34,296,20,225,523,203,155,423,312,472,34,231,32,141,124,151,739,125,33,145,90
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..Not.mortgaged..Less.than..20.000..20.to.29.percent",1311,150,801,881,1575,112,504,507,492,363,670,2036,403,365,215,166,213,116,77,421,62,488,285,611,350,868,456,520,38,340,36,106,304,469,1643,273,189,200,223
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..Not.mortgaged..Less.than..20.000..30.percent.or.more",5348,1146,2939,3620,6051,664,2342,6103,3740,798,2733,11035,2169,1293,7401,5952,4936,2823,2109,10724,2045,11461,6017,5514,3569,6498,2820,2798,563,2687,331,710,2923,2952,6343,1325,754,3706,2587
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..Not.mortgaged...20.000.to..34.999.",8671,2080,5716,6410,11563,1190,2889,9102,6173,2257,5018,16768,3700,1899,10182,8040,7339,4130,3271,15699,2317,16081,8141,8507,5512,9879,4839,4356,556,3621,731,1235,4811,4975,10291,2256,1285,5075,3746
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..Not.mortgaged...20.000.to..34.999..Less.than.20.percent",4235,678,2738,3267,5724,557,1288,1551,1328,1105,1797,5569,1479,808,516,375,630,360,126,1263,170,868,978,1426,1088,2050,1474,1692,83,889,293,414,1046,1625,4547,938,213,949,737
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..Not.mortgaged...20.000.to..34.999..20.to.29.percent",1906,449,1475,1688,2692,462,808,3374,1523,792,2254,6485,1306,765,845,1455,1277,535,551,1765,359,2433,868,2925,1911,3534,1648,1021,162,953,126,476,2214,1876,3424,878,354,1495,1591
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..Not.mortgaged...20.000.to..34.999..30.percent.or.more",2530,953,1503,1455,3147,171,793,4177,3322,360,967,4714,915,326,8821,6210,5432,3235,2594,12671,1788,12780,6295,4156,2513,4295,1717,1643,311,1779,312,345,1551,1474,2320,440,718,2631,1418
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..Not.mortgaged...35.000.to..49.999.",7665,1927,4846,5419,10192,1097,3010,7635,5753,1635,4467,13419,3697,2132,7700,6923,5572,4215,2323,13545,2135,14627,7575,7508,4507,8540,3897,3530,832,4313,911,1288,4992,3879,8536,1411,1404,4933,3478
"2012","Mortgage.Status.by.Monthly.Housing.Costs.As.A.Percentage.of.Household.Income..Not.mortgaged...35.000.to..49.999..Less.than.20.percent",5443,1126,3736,4098,7729,838,2197,3588,2609,1295,3494,9184,3096,1904,936,1329,1146,668,384,1829,382,2911,1531,3517,2528,4548,2383,2428,388,2382,521,975,3371,2723,6598,1133,725,2375,2284
